Orden;Artículo;Descripción:;Descripción:;Dpto;Instalación;Oper;CBT;Última actividad;Fecha de creación
M132110;57124;Doblado De Sobres;SOT OFICIO PREMIUM 75 gr;SOT;ST308;10;P;29/09/2025;25/09/2014
M132120;SE300024;Troquelado De Sobres;TROQ MANILA 75 gr OFICIO;SOT;ST300;10;4;29/09/2025;18/10/2006
M132130;57123;Doblado De Sobres;SOT CARTA PREMIUM 75 gr;SOT;ST304;10;P;22/09/2025;18/10/2006
M132140;SE300023;Troquelado De Sobres;TROQ MANILA 75 gr CARTA;SOT;ST300;10;4;25/09/2025;18/10/2006
M132150;53425;Hojeado;HJ 8 1/2x11 FACT PEREIRA OCT25;FORM;FC013;10;P;22/09/2025;14/12/2012
M132150;53425;Preprensa;HJ 8 1/2x11 FACT PEREIRA OCT25;PREP;PP001;20;C;22/09/2025;13/02/2007
M132150;53425;Fajado X500;HJ 8 1/2x11 FACT PEREIRA OCT25;EMPQ;MT001;30;P;22/09/2025;7/12/2006
M132160;SE7153416;Preprensa;BOB T-LINNER 135 gr 28*16*33;IFLE;IFX01;10;P;30/09/2025;14/12/2023
M132170;53416;Armado De Bolsas;BOLSA S2 T-LINNER 135g MAN ENT;BOLS;BLS03;10;P;30/09/2025;27/07/2022
M132170;53416;Preprensa;BOLSA S2 T-LINNER 135g MAN ENT;PREP;PP002;20;C;30/09/2025;14/12/2012
M132170;53416;Pegado De Manijas;BOLSA S2 T-LINNER 135g MAN ENT;BOLS;BLS05;30;P;30/09/2025;27/02/2023
M132180;53415;Click;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA009;10;C;29/09/2025;27/03/2014
M132180;53415;Impresion 4:1;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA002;20;4;29/09/2025;24/07/2012
M132180;53415;Colectado;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA005;30;4;29/09/2025;24/07/2012
M132180;53415;Laminado;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA006;40;4;29/09/2025;24/07/2012
M132180;53415;Troquelado;TAR 8.6x5.4 MEDIO DE PAGO C/B;TJTA;TA007;50;4;29/09/2025;24/07/2012
M132180;53415;Revision Y Empaque;TAR 8.6x5.4 MEDIO DE PAGO C/B;EMPQ;MT001;60;4;29/09/2025;7/12/2006
M132190;SE6161526;Impresion Bobinas;BOB PMA 8 1/2x6 1/2 CHQ GERENC;LIBR;IF003;10;4;26/09/2025;24/11/2014
M132190;SE6161526;Plegado;BOB PMA 8 1/2x6 1/2 CHQ GERENC;LIBR;FC156;20;4;26/09/2025;4/09/2012
M132190;SE6161526;Preprensa;BOB PMA 8 1/2x6 1/2 CHQ GERENC;PREP;PP002;30;C;26/09/2025;14/12/2012
M132190;SE6161526;Empaque;BOB PMA 8 1/2x6 1/2 CHQ GERENC;LIBR;MT003;40;4;26/09/2025;11/10/2016
M132190;SE6161526;Destrucción Material;BOB PMA 8 1/2x6 1/2 CHQ GERENC;LIBR;GL651;50;4;26/09/2025;17/01/2007
M132200;53497;Doblado De Sobres;SC 18 X 9 REF TAMO SIN IMPRES;SDC;SC202;10;P;25/09/2025;13/03/2008
M132210;62942;Corte A Rollos;ROLLO 80 X 60 IMPRESO- 48 grs;ROLL;RO408;10;P;23/09/2025;23/12/2019
M132210;62942;Preprensa;ROLLO 80 X 60 IMPRESO- 48 grs;PREP;PP002;20;C;23/09/2025;14/12/2012
M132220;SE8159949;Troquelado;TROQ CARTULI 245 GR 7 VE OZ P1;VASO;VAS01;10;4;26/09/2025;3/01/2023
M132230;59949;Armadora De Vasos;VASO 7 OZ CALIENTE BLCO VENDIN;VASO;VAS04;10;P;26/09/2025;3/01/2023
M132240;SE8120911;Troquelado;TROQ CART 245g 7oz AUTOSNACKS;VASO;VAS01;10;4;24/09/2025;3/01/2023
M132250;20911;Armadora De Vasos;VASO 7 oz DELIEXPRES AUTOSNACK;VASO;VAS04;10;P;29/09/2025;3/01/2023
M132300;62485;Hojeado;HJ 8 1/2x11 MICROPERF NOV 2022;FORM;FC012;10;P;24/09/2025;26/07/2010
M132310;15809;Hojeada;HJ 8 1/2X11 FCT PROVISERVICIOS;FORM;FC012;10;P;22/09/2025;26/07/2010
M132310;15809;Preprensa;HJ 8 1/2X11 FCT PROVISERVICIOS;PREP;PP001;20;C;22/09/2025;13/02/2007
M132320;SE8163626;Impresion Metros Lin;BOB CARTULINA 225GR 7OZ IMP P1;IFLE;IFX01;10;P;29/09/2025;14/12/2023
M132330;SE8263626;Troquelado;TROQ BOB CARTULINA 225G 7OZ P1;VASO;VAS01;10;4;29/09/2025;3/01/2023
M132340;63626;Armadora De Vasos;VASO 7 OZ CALIENTE IMP;VASO;VAS02;10;P;29/09/2025;3/01/2023
M132350;SE8113764;Impresion Metros Lin;BOB CARTULINA IMP 225GR 4OZ P1;IFLE;IFX01;10;P;23/09/2025;14/12/2023
M132360;SE8213764;Troquelado;TROQ CARTULINA IMP 225G 4OZ P1;VASO;VAS01;10;4;23/09/2025;3/01/2023
M132370;13764;Armadora De Vasos;VASO 4 OZ CALIENTE IMP;VASO;VAS02;10;P;23/09/2025;3/01/2023
M132460;63080;Click Imp Ibm;FC 8 1/2 x 7 CHQ ESPECIAL T 1;LIBR;IV002;10;C;30/09/2025;24/05/2016
M132460;63080;Impresion Kerning;FC 8 1/2 x 7 CHQ ESPECIAL T 1;LIBR;IV003;20;4;30/09/2025;24/05/2016
M132460;63080;Imp Ibm Rojo;FC 8 1/2 x 7 CHQ ESPECIAL T 1;LIBR;IV002;30;4;30/09/2025;24/05/2016
M132460;63080;Heat;FC 8 1/2 x 7 CHQ ESPECIAL T 1;LIBR;FC010;40;4;30/09/2025;18/10/2006
M132460;63080;Imp Ibm Invisible;FC 8 1/2 x 7 CHQ ESPECIAL T 1;LIBR;IV002;50;4;30/09/2025;24/05/2016
M132460;63080;Colectado;FC 8 1/2 x 7 CHQ ESPECIAL T 1;LIBR;FC156;60;4;30/09/2025;4/09/2012
M132460;63080;Revision Y Empaque;FC 8 1/2 x 7 CHQ ESPECIAL T 1;LIBR;MT003;80;4;30/09/2025;11/10/2016
M132480;40;Conversion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CN606;10;P;25/09/2025;7/03/2023
M132480;40;Calibracion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CL001;20;P;25/09/2025;13/02/2007
M132480;40;Empaque;BOND BLANCO A.B. 75gr 70 X 100;CONV;MT002;30;P;25/09/2025;19/01/2013
M132490;40;Conversion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CN606;10;P;25/09/2025;7/03/2023
M132490;40;Calibracion;BOND BLANCO A.B. 75gr 70 X 100;CONV;CL001;20;P;25/09/2025;13/02/2007
M132490;40;Empaque;BOND BLANCO A.B. 75gr 70 X 100;CONV;MT002;30;P;25/09/2025;19/01/2013
M132500;60587;Click Imp Matriz;FC 8 1/2x8 1/2 2P CHQPERSONALI;LIBR;IV002;10;C;30/09/2025;24/05/2016
M132500;60587;Imp Ikerming;FC 8 1/2x8 1/2 2P CHQPERSONALI;LIBR;IV003;20;4;30/09/2025;24/05/2016
M132500;60587;Imp Ibm Rojo;FC 8 1/2x8 1/2 2P CHQPERSONALI;LIBR;IV002;30;4;30/09/2025;24/05/2016
M132500;60587;Colectado;FC 8 1/2x8 1/2 2P CHQPERSONALI;LIBR;FC156;40;4;30/09/2025;4/09/2012
M132500;60587;Revision;FC 8 1/2x8 1/2 2P CHQPERSONALI;LIBR;MT003;50;4;30/09/2025;11/10/2016
M132510;59896;Armad Bolsas;BOL S1 23,5x12x33 CJ 110g;BOLS;BLS01;10;P;29/09/2025;12/10/2021
M132550;63227;Click;TAR 8.6X5.4 OPERACIONES S/B;TJTA;TA009;10;C;29/09/2025;27/03/2014
M132550;63227;Impresion 4:1;TAR 8.6X5.4 OPERACIONES S/B;TJTA;TA002;20;4;29/09/2025;24/07/2012
M132550;63227;Colectado;TAR 8.6X5.4 OPERACIONES S/B;TJTA;TA005;30;4;29/09/2025;24/07/2012
M132550;63227;Laminado;TAR 8.6X5.4 OPERACIONES S/B;TJTA;TA006;40;4;29/09/2025;24/07/2012
M132550;63227;Troquelado;TAR 8.6X5.4 OPERACIONES S/B;TJTA;TA007;50;4;29/09/2025;24/07/2012
M132550;63227;Revision Y Empaque;TAR 8.6X5.4 OPERACIONES S/B;EMPQ;MT001;60;4;29/09/2025;7/12/2006
M132560;63644;Hojeado;HJ 8 1/2X11 FACT AQUASERVICIOS;FORM;FC012;10;P;24/09/2025;26/07/2010
M132560;63644;Preprensa;HJ 8 1/2X11 FACT AQUASERVICIOS;PREP;PP001;20;C;24/09/2025;13/02/2007
M132570;63595;Hojeado;HJ 8 1/2X11 FACT. JUL/AGO/SEP;FORM;FC012;10;P;30/09/2025;26/07/2010
M132570;63595;Preprensa;HJ 8 1/2X11 FACT. JUL/AGO/SEP;PREP;PP001;20;C;30/09/2025;13/02/2007
M132580;SE7162645;Bobinas Procesadas;BOB EARMJ T 110 gr 23.5*33*12;IFLE;IFX01;10;P;30/09/2025;14/12/2023
M132600;SE7153569;Preprensa;BOB T-LINNER 135 gr 28*16*33;IFLE;IFX01;10;P;24/09/2025;14/12/2023
M132610;53569;Armado De Bolsa;BOLSA S2 T-LINNER 135g MAN ENT;BOLS;BLS07;10;P;29/09/2025;12/08/2025
M132610;53569;Preprensa;BOLSA S2 T-LINNER 135g MAN ENT;PREP;PP002;20;C;29/09/2025;14/12/2012
M132640;57601;Impresión/numeración;FC BCA 9 1/2 X 11 1P 60 gr;FORM;FC002;10;P;26/09/2025;18/10/2006
M132650;52529;Conversion;ESMAL C2S GLOSS ARTTECH 60X75;CONV;CN606;10;P;27/09/2025;7/03/2023
M132650;52529;Calibracion;ESMAL C2S GLOSS ARTTECH 60X75;CONV;CL001;20;P;27/09/2025;13/02/2007
M132650;52529;Empaque;ESMAL C2S GLOSS ARTTECH 60X75;CONV;MT002;30;P;27/09/2025;19/01/2013
M132660;SE000250;Conversion/;CARTULINA  272gr 70,5 x 70,5cm;CONV;CN603;10;4;30/09/2025;17/01/2007
M132660;SE000250;Empaque;CARTULINA  272gr 70,5 x 70,5cm;CONV;MT002;20;4;30/09/2025;19/01/2013
M132660;SE000250;Guillotina;CARTULINA  272gr 70,5 x 70,5cm;CONV;GL652;30;4;30/09/2025;28/06/2007
M132670;SE6161511;Bobinas Procesadas;BOB PMA90 6 3/4x2 3/4 SOL S100;LIBR;IF003;10;4;30/09/2025;24/11/2014
M132670;SE6161511;Plegado;BOB PMA90 6 3/4x2 3/4 SOL S100;LIBR;FC156;20;4;30/09/2025;4/09/2012
M132670;SE6161511;Empaque;BOB PMA90 6 3/4x2 3/4 SOL S100;EMPQ;MT001;30;4;30/09/2025;7/12/2006
M132670;SE6161511;Preprensa;BOB PMA90 6 3/4x2 3/4 SOL S100;PREP;PP002;40;C;30/09/2025;14/12/2012
M132680;SE8118784;Impresion;BOB CARTULINA IMP 240GR 12 OZ;IFLE;IFX01;20;P;29/09/2025;14/12/2023
M132690;SE8218784;Troquelado;TROQ CARTULINA 240GR 12OZ P2;VASO;VAS01;10;4;29/09/2025;3/01/2023
M132700;18784;Armadora De Vasos;VASO 12 OZ FRIO IMP 3T;VASO;VAS02;10;P;29/09/2025;3/01/2023
M132710;SE8118776;Impresion Metros Lin;BOB CARTULINA IMP 225GR 4OZ P1;IFLE;IFX01;10;P;30/09/2025;14/12/2023
M132740;SE8118793;Impresion Metros Lin;BOB CARTULINA 225GR 7OZ IMP P1;IFLE;IFX01;10;P;24/09/2025;14/12/2023
M132750;SE8218793;Troquelado;TROQ BOB CARTULINA 225G 7OZ P1;VASO;VAS01;10;4;29/09/2025;3/01/2023
M132760;18793;Armadora De Vasos;VASO 7 OZ CALIENTE IMP;VASO;VAS02;10;P;29/09/2025;3/01/2023
M132770;SE8162927;Impresion Metros Lin;BOB CARTULINA 225 GRS 7 ON IMP;IFLE;IFX01;10;4;30/09/2025;14/12/2023
M132780;SE8262927;Troquelado;TROQ CARTULINA 225 GRS 7ON IMP;VASO;VAS01;10;4;30/09/2025;3/01/2023
M132790;62927;Armado De Vasos;VASO 7 OZ CALIE  VENECIA;VASO;VAS02;10;P;30/09/2025;3/01/2023
M132800;65150;Conversion;ESMAL C2S GLOSS ARTTECH 60X90;CONV;CN606;10;P;30/09/2025;7/03/2023
M132800;65150;Calibracion;ESMAL C2S GLOSS ARTTECH 60X90;CONV;CL001;20;P;30/09/2025;13/02/2007
M132800;65150;Empaque;ESMAL C2S GLOSS ARTTECH 60X90;CONV;MT002;30;P;30/09/2025;19/01/2013
M132810;73572;Corte A Rollos;"RO PLOTTER 75g 106x50 M Core2""";ROLL;RO401;10;P;25/09/2025;18/10/2006
M132820;73573;Devolver/desactivar;"RO PLOTTER 75g 106x50 M Core3""";ROLL;RO401;10;P;30/09/2025;18/10/2006
M132820;73573;Corte A Rollos;"RO PLOTTER 75g 106x50 M Core3""";ROLL;RO401;20;P;30/09/2025;18/10/2006
M132830;SE000077;Conversion/seleccion;OFFS BCO 75 gr 59,2 X 98 cm;CONV;CN603;10;4;30/09/2025;17/01/2007
M132830;SE000077;Guillotina;OFFS BCO 75 gr 59,2 X 98 cm;CONV;GL652;20;4;30/09/2025;28/06/2007
M132830;SE000077;Calibrado Y Empaque;OFFS BCO 75 gr 59,2 X 98 cm;CONV;CL001;30;4;30/09/2025;13/02/2007
M132840;53794;Hojeado;HJ 8 1/2 X 11 AC OCTUBRE 2025;FORM;FC012;10;P;23/09/2025;26/07/2010
M132840;53794;Preprensa;HJ 8 1/2 X 11 AC OCTUBRE 2025;PREP;PP001;20;C;23/09/2025;13/02/2007
M132860;20;Conversion;BOND BLANCO A.B. 60gr 70 X 100;CONV;CN606;10;P;30/09/2025;7/03/2023
M132860;20;Calibracion;BOND BLANCO A.B. 60gr 70 X 100;CONV;CL001;20;P;30/09/2025;13/02/2007
M132860;20;Empaque;BOND BLANCO A.B. 60gr 70 X 100;CONV;MT002;30;P;30/09/2025;19/01/2013
M132880;20;Conversion;BOND BLANCO A.B. 60gr 70 X 100;CONV;CN606;10;P;27/09/2025;7/03/2023
M132880;20;Calibracion;BOND BLANCO A.B. 60gr 70 X 100;CONV;CL001;20;P;27/09/2025;13/02/2007
M132880;20;Empaque;BOND BLANCO A.B. 60gr 70 X 100;CONV;MT002;30;P;27/09/2025;19/01/2013
M132920;57147;Doblado De Sobres;SC 16 X 9 RECTANGULAR BCO 75gr;SDC;SC202;10;P;30/09/2025;13/03/2008
M132940;57100;Doblado De Sobres;SC 23,4x10,5 OFICIO ANGSTO 60;SDC;SC202;10;P;30/09/2025;13/03/2008
M132970;73388;Corte A Rollos;ROL 82 x40 QUIMICO 2P IMP LITO;ROLL;RO401;10;P;29/09/2025;18/10/2006
M132970;73388;Preprensa;ROL 82 x40 QUIMICO 2P IMP LITO;PREP;PP001;20;C;29/09/2025;13/02/2007
M132980;SE5173388;Bobinas Procesadas;BOB QUIM 55gr 82 X 40 2 PARTES;FORM;FC007;10;P;29/09/2025;18/10/2006
M132990;9999;Conversion; EARTH PACK  NATURALOFSET 70;CONV;CN603;10;P;30/09/2025;17/01/2007
M132990;9999;Guillotina; EARTH PACK  NATURALOFSET 70;CONV;GL652;20;P;30/09/2025;28/06/2007
M132990;9999;Empaque; EARTH PACK  NATURALOFSET 70;CONV;MT002;30;P;30/09/2025;19/01/2013
M133000;81336;Corte A Rollos;ROL 80 X 60 IMP PARQUEADERO;ROLL;RO408;10;P;29/09/2025;23/12/2019
M133000;81336;Preprensa;ROL 80 X 60 IMP PARQUEADERO;PREP;PP002;20;C;29/09/2025;14/12/2012
M133010;62440;Corte A Rollos;ROLLO 80 X 60 TERMICO IMPRESO;ROLL;RO408;10;P;25/09/2025;23/12/2019
M133010;62440;Preprensa;ROLLO 80 X 60 TERMICO IMPRESO;PREP;PP002;20;C;25/09/2025;14/12/2012
M133020;53812;Corte A Rollos;ROL 80 X 60 TERMICO 55GR IMP;ROLL;RO408;10;P;29/09/2025;23/12/2019
M133020;53812;Preprensa;ROL 80 X 60 TERMICO 55GR IMP;PREP;PP002;20;C;29/09/2025;14/12/2012
M133030;73565;Corte A Rollos;ROLLO 79x60 ROLLO IMPRESO 1T;ROLL;RO401;10;P;22/09/2025;18/10/2006
M133030;73565;Preprensa;ROLLO 79x60 ROLLO IMPRESO 1T;PREP;PP001;20;C;22/09/2025;13/02/2007
M133040;SE5173565;Bobinas Procesadas;BOB TERM LITO 48gr 79 X 60;FORM;FC007;10;P;22/09/2025;18/10/2006
M133050;62260;Corte A Rollos;ROLLO  80 X 60  ALIAR;ROLL;RO401;10;P;24/09/2025;18/10/2006
M133050;62260;Preprensa;ROLLO  80 X 60  ALIAR;PREP;PP001;20;C;24/09/2025;13/02/2007
M133060;SE5162260;Bobinas Procesadas;BOB TERM 48 gr 79 X 60;FORM;FC007;10;P;24/09/2025;18/10/2006
M133090;9999;Conversion; EARTH PACK  NATURALOFSET 70;CONV;CN603;10;P;30/09/2025;17/01/2007
M133090;9999;Guillotina; EARTH PACK  NATURALOFSET 70;CONV;GL652;20;P;30/09/2025;28/06/2007
M133090;9999;Empaque; EARTH PACK  NATURALOFSET 70;CONV;MT002;30;P;30/09/2025;19/01/2013
M133100;60806;Hojeado;HJ 8 1/2x11 MICROPERORADA;FORM;FC012;10;P;26/09/2025;26/07/2010
M133110;53821;Hojeado;HJ 13,7 x 30,4 SOR 4924 MAN;LIBR;IF004;10;4;26/09/2025;4/09/2023
M133110;53821;Guillotina Valores;HJ 13,7 x 30,4 SOR 4924 MAN;LIBR;GL651;20;4;26/09/2025;17/01/2007
M133110;53821;Preprensa;HJ 13,7 x 30,4 SOR 4924 MAN;PREP;PP002;30;C;26/09/2025;14/12/2012
M133110;53821;Rev-distr-term-empaq;HJ 13,7 x 30,4 SOR 4924 MAN;LIBR;MT003;40;4;26/09/2025;11/10/2016
M133120;53830;Hojeado;HJ 13,7 x 30,4 SOR 4925 MAN;LIBR;IF004;10;4;30/09/2025;4/09/2023
M133120;53830;Guillotina Valores;HJ 13,7 x 30,4 SOR 4925 MAN;LIBR;GL651;20;4;30/09/2025;17/01/2007
M133120;53830;Preprensa;HJ 13,7 x 30,4 SOR 4925 MAN;PREP;PP002;30;C;30/09/2025;14/12/2012
M133120;53830;Rev-distr-term-empaq;HJ 13,7 x 30,4 SOR 4925 MAN;LIBR;MT003;40;4;30/09/2025;11/10/2016
M133140;36899;Corte A Rollos;ROLLO TERM 80 X 60 LITO 48 grs;ROLL;RO401;10;P;22/09/2025;18/10/2006
M133140;36899;Preprensa;ROLLO TERM 80 X 60 LITO 48 grs;PREP;PP001;20;C;22/09/2025;13/02/2007
M133150;53840;Hojeado;HJ 8 1/2 x14 FACT SEPT-OCT/25;LIBR;IF001;10;P;29/09/2025;1/10/2010
M133150;53840;Preprensa;HJ 8 1/2 x14 FACT SEPT-OCT/25;PREP;PP002;20;C;29/09/2025;14/12/2012
M133160;SE5136899;Bobinas Procesadas;BOB TERM LITO 48gr 79 X 60;FORM;FC007;10;P;23/09/2025;18/10/2006
M133170;42958;Hojeada;HJ 8 1/2 X 11 MEMBRETE 2025;FORM;FC012;10;P;29/09/2025;26/07/2010
M133170;42958;Preprensa;HJ 8 1/2 X 11 MEMBRETE 2025;PREP;PP001;20;C;29/09/2025;13/02/2007
M133180;62662;Hojeado;HJ 8 1/2 X11 HOJAS IMPRESAS;FORM;FC012;10;P;29/09/2025;26/07/2010
M133180;62662;Preprensa;HJ 8 1/2 X11 HOJAS IMPRESAS;PREP;PP001;20;C;29/09/2025;13/02/2007
M133280;53858;Conversion;ESMAL C2S GLOSS ARTTECH 70X86;CONV;CN606;10;P;27/09/2025;7/03/2023
M133280;53858;Calibracion;ESMAL C2S GLOSS ARTTECH 70X86;CONV;CL001;20;P;27/09/2025;13/02/2007
M133280;53858;Empaque;ESMAL C2S GLOSS ARTTECH 70X86;CONV;MT002;30;P;27/09/2025;19/01/2013
M133290;38555;Conversion;CART ZENITH GC1 FBB C14 70X90;CONV;CN606;10;P;30/09/2025;7/03/2023
M133290;38555; Calibrado;CART ZENITH GC1 FBB C14 70X90;CONV;CL001;20;P;30/09/2025;13/02/2007
M133290;38555;Empaque;CART ZENITH GC1 FBB C14 70X90;CONV;MT002;30;P;30/09/2025;19/01/2013
M133300;65180;Conversion;CART ZENITH GC1 FBB C14 70X100;CONV;CN606;10;P;27/09/2025;7/03/2023
M133300;65180; Calibrado;CART ZENITH GC1 FBB C14 70X100;CONV;CL001;20;P;27/09/2025;13/02/2007
M133300;65180;Empaque;CART ZENITH GC1 FBB C14 70X100;CONV;MT002;30;P;27/09/2025;19/01/2013
M133310;65076;Conversion;ESMAL C2S GLOSS ARTTECH 70X100;CONV;CN606;10;P;27/09/2025;7/03/2023
M133310;65076;Calibracion;ESMAL C2S GLOSS ARTTECH 70X100;CONV;CL001;20;P;27/09/2025;13/02/2007
M133310;65076;Empaque;ESMAL C2S GLOSS ARTTECH 70X100;CONV;MT002;30;P;27/09/2025;19/01/2013
M133340;60759;Click Imp Matriz;FC 8 1/2x3 2/3 CHEQUE TESORERI;LIBR;IV002;10;C;30/09/2025;24/05/2016
M133340;60759;Imp Ibm Invisible;FC 8 1/2x3 2/3 CHEQUE TESORERI;LIBR;IV002;20;4;30/09/2025;24/05/2016
M133340;60759;Imp Ibm Rojo;FC 8 1/2x3 2/3 CHEQUE TESORERI;LIBR;IV002;30;4;30/09/2025;24/05/2016
M133340;60759;Click Imp Laser;FC 8 1/2x3 2/3 CHEQUE TESORERI;LIBR;IV001;40;C;30/09/2025;24/05/2016
M133340;60759;Impresion  Laser;FC 8 1/2x3 2/3 CHEQUE TESORERI;LIBR;IV001;50;4;30/09/2025;24/05/2016
M133340;60759;Impresion Kerning;FC 8 1/2x3 2/3 CHEQUE TESORERI;LIBR;IV003;60;4;30/09/2025;24/05/2016
M133340;60759;Colectado;FC 8 1/2x3 2/3 CHEQUE TESORERI;LIBR;FC156;70;4;30/09/2025;4/09/2012
M133340;60759;Revision Y Empaque;FC 8 1/2x3 2/3 CHEQUE TESORERI;LIBR;MT003;80;4;30/09/2025;11/10/2016
M133350;10103;Conversion; EARTH PACK  NATURALOFSET 70;CONV;CN603;10;P;30/09/2025;17/01/2007
M133350;10103;Calibracion; EARTH PACK  NATURALOFSET 70;CONV;GL652;20;P;30/09/2025;28/06/2007
M133350;10103;Empaque; EARTH PACK  NATURALOFSET 70;CONV;MT002;30;P;30/09/2025;19/01/2013
M133370;59519;;SOT GIGANTE PREMIUM 75 gr;EMPQ;MT001;10;;23/09/2025;7/12/2006
M133380;SE8163148;Impresion Metros Lin;BOB CARTULINA 225 GRS LOS OLIV;IFLE;IFX01;10;4;30/09/2025;14/12/2023
M133410;SE8117417;Impresion Metros Lin;BOB CARTULINA 225GR 7OZ IMP P1;IFLE;IFX01;10;P;24/09/2025;14/12/2023
M133420;SE8217417;Troquelado;TROQ BOB CARTULINA 225G 7OZ P1;VASO;VAS01;10;4;29/09/2025;3/01/2023
M133430;17417;Armadora De Vasos;VASO 7 OZ CALIENTE IMP;VASO;VAS02;10;P;29/09/2025;3/01/2023
M133440;65181;Conversion;CART ZENITH GC1 FBB C16 70X100;CONV;CN606;10;P;27/09/2025;7/03/2023
M133440;65181; Calibrado;CART ZENITH GC1 FBB C16 70X100;CONV;CL001;20;P;27/09/2025;13/02/2007
M133440;65181;Empaque;CART ZENITH GC1 FBB C16 70X100;CONV;MT002;30;P;27/09/2025;19/01/2013
M133450;65181;Conversion;CART ZENITH GC1 FBB C16 70X100;CONV;CN606;10;P;27/09/2025;7/03/2023
M133450;65181; Calibrado;CART ZENITH GC1 FBB C16 70X100;CONV;CL001;20;P;27/09/2025;13/02/2007
M133450;65181;Empaque;CART ZENITH GC1 FBB C16 70X100;CONV;MT002;30;P;27/09/2025;19/01/2013
M133480;43446;Corte A Rollos;ROL 79 X 30 TCO 55gr IMP;ROLL;RO401;10;P;29/09/2025;18/10/2006
M133480;43446;Preprensa;ROL 79 X 30 TCO 55gr IMP;PREP;PP001;20;C;29/09/2025;13/02/2007
M133490;SE5143446;Bobinas Procesadas;BOB TERM 55 gr 79 X 30;FORM;FC007;10;P;26/09/2025;18/10/2006
M133500;62360;Corte A Rollos;ROLLO 80 X 60  IMPRESO;ROLL;RO408;10;P;26/09/2025;23/12/2019
M133500;62360;Preprensa;ROLLO 80 X 60  IMPRESO;PREP;PP002;20;C;26/09/2025;14/12/2012
M133510;54362;Corte A Rollos;ROLLO 76 X 60 IMP BOND;ROLL;RO408;10;P;30/09/2025;23/12/2019
M133510;54362;Preprensa;ROLLO 76 X 60 IMP BOND;PREP;PP002;20;C;30/09/2025;14/12/2012
M133530;65182;Conversion;CART ZENITH GC1 FBB C18 70X100;CONV;CN606;10;P;30/09/2025;7/03/2023
M133530;65182; Calibrado;CART ZENITH GC1 FBB C18 70X100;CONV;CL001;20;P;30/09/2025;13/02/2007
M133530;65182;Empaque;CART ZENITH GC1 FBB C18 70X100;CONV;MT002;30;P;30/09/2025;19/01/2013
M133810;SE000308;Conversion/seleccion;ECOL 65 gr 53 X 125,6 cm;CONV;CN603;10;4;30/09/2025;17/01/2007
M133810;SE000308;Calibrado Y Empaque;ECOL 65 gr 53 X 125,6 cm;CONV;MT002;30;4;30/09/2025;19/01/2013
M133890;65182;Conversion;CART ZENITH GC1 FBB C18 70X100;CONV;CN606;10;P;30/09/2025;7/03/2023
M133890;65182; Calibrado;CART ZENITH GC1 FBB C18 70X100;CONV;CL001;20;P;30/09/2025;13/02/2007
M133890;65182;Empaque;CART ZENITH GC1 FBB C18 70X100;CONV;MT002;30;P;30/09/2025;19/01/2013
M133910;10103;Conversion; EARTH PACK  NATURALOFSET 70;CONV;CN603;10;P;30/09/2025;17/01/2007
M133910;10103;Calibracion; EARTH PACK  NATURALOFSET 70;CONV;GL652;20;P;30/09/2025;28/06/2007
M133910;10103;Empaque; EARTH PACK  NATURALOFSET 70;CONV;MT002;30;P;30/09/2025;19/01/2013
M133920;73772;Corte A Rollos;ROL 79 x 61 TERMICO 48gr EXPOR;ROLL;RO406;10;P;30/09/2025;2/01/2015
M133920;73772;M.o.d Paletizado;ROL 79 x 61 TERMICO 48gr EXPOR;EMPQ;MT001;20;P;30/09/2025;7/12/2006
M134010;SE7163661;Bobinas Procesadas;BOB EARTH 110 gr 28*16*33;IFLE;IFX01;10;P;30/09/2025;14/12/2023
M134050;15568;Conversion;CART ZENITH GC1 FBB C18 52X43;CONV;CN606;10;P;27/09/2025;7/03/2023
M134050;15568;Gullotina/calibrado;CART ZENITH GC1 FBB C18 52X43;CONV;GL652;20;P;27/09/2025;28/06/2007
M134050;15568;Empaque;CART ZENITH GC1 FBB C18 52X43;CONV;MT002;30;P;27/09/2025;19/01/2013
M134060;54408;Conversion;BOND BLANCO IMPORT 75 GR 70X89;CONV;CN606;10;P;27/09/2025;7/03/2023
M134060;54408;Calibracion;BOND BLANCO IMPORT 75 GR 70X89;CONV;CL001;20;P;27/09/2025;13/02/2007
M134060;54408;Empaque;BOND BLANCO IMPORT 75 GR 70X89;CONV;MT002;30;P;27/09/2025;19/01/2013
M134090;19082;Conversion;CART ZENITH GC1 FBB C18 48X40;CONV;CN606;10;P;27/09/2025;7/03/2023
M134090;19082;Gullotina/calibrado;CART ZENITH GC1 FBB C18 48X40;CONV;GL652;20;P;27/09/2025;28/06/2007
M134090;19082;Empaque;CART ZENITH GC1 FBB C18 48X40;CONV;MT002;30;P;27/09/2025;19/01/2013
M134100;40366;Conversion;BOND BLANCO 75 GRS 70X100;CONV;CN606;10;P;27/09/2025;7/03/2023
