Artículo;Descripción:;U/M almacenamiento;Peso unitario;U/M de peso;Gramaje;Ancho;Altura;UM dimensional;Área M2;Fecha de creación
SE2282413;OFFS 75 GR 59,2 X 98 CM IMP4:0;UN;43,512;GR;75;59,2;98;CM;0,58;19/02/2009
SE382413;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;19/02/2009
SE5187813;"BOB QUIM 13"" X 17"" 2P";UN;7,7;GR;54,5;13,5;17;IN;0,143;19/02/2009
SE5180213;BOB BOND 60 GR 76 X 40 IMP;KG;1;KG;56;7,5;4000;CM;17,857;23/02/2009
SE5187814;BOB QUIM 54,5 GR 9 1/2 X 11 4P;UN;3,624;GR;53,75;9,5;11;IN;0,067;23/02/2009
SE2182414;OFFS 75 GR 83X50,3 CM IMP 2:0;UN;31,31;GR;75;83;50,3;CM;0,417;27/02/2009
SE2282414;OFFS 75 GR 83 X 50,3 CM IMP 4:;UN;31,31;GR;75;83;50,3;CM;0,417;27/02/2009
SE382414;TROQ OFFS 75 GR 23,4 X 10,5 CM;UN;3,887;GR;75;23,4;10,5;CM;0,052;27/02/2009
SE5187815;BOB TERM 55 GR 2 1/4 X 4 1/4;KG;1;KG;55;2,25;4,25;IN;18,182;27/02/2009
SE5187816;BOB QUIM 54,5 GR 9 1/2 X 5 1/2;UN;1,84;GR;54,5;9,5;5,5;IN;0,034;2/03/2009
SE5187817;BOB QUI 54,5 GR 12 1/2 X 8 1/2;UN;3,7;GR;54;12,5;8,5;IN;0,069;2/03/2009
SE2197521;OFFS 75gr 45,7X55,88CM BG BLAN;UN;19,153;GR;75;45,7;55,88;CM;0,255;3/03/2009
SE2197522;OFFS 75gr 45,7X55,88CM BG AZUL;UN;19,153;GR;75;45,7;55,88;CM;0,255;3/03/2009
SE2197523;OFFS 75gr 45,7X55,88CM BG ROS;UN;19,153;GR;75;45,7;55,88;CM;0,255;3/03/2009
SE2197524;OFFS 75gr 45,7X55,88CM SOA BLA;UN;19,153;GR;75;45,7;55,88;CM;0,255;3/03/2009
SE2197525;OFFS 75gr 45,7X55,88CM SOA ROS;UN;19,153;GR;75;45,7;55,88;CM;0,255;3/03/2009
SE2197526;OFFS 75gr 45,7X55,88CM SOA AZ;UN;19,153;GR;75;45,7;55,88;CM;0,255;3/03/2009
SE797521;OFFS 75gr 45,7X55,88CM BG BLAN;UN;19,153;GR;75;45,7;55,88;CM;0,255;3/03/2009
SE797522;OFFS 75gr 45,7X55,88CM BG AZUL;UN;19,153;GR;75;45,7;55,88;CM;0,255;3/03/2009
SE797523;OFFS 75gr 45,7X55,88CM BG ROS;UN;19,153;GR;75;45,7;55,88;CM;0,255;3/03/2009
SE797524;OFFS 75gr 45,7X55,88CM SOA BLA;UN;19,153;GR;75;45,7;55,88;CM;0,255;3/03/2009
SE797525;OFFS 75gr 45,7X55,88CM SOA ROS;UN;19,153;GR;75;45,7;55,88;CM;0,255;3/03/2009
SE797526;OFFS 75gr 45,7X55,88CM SOA AZ;UN;19,153;GR;75;45,7;55,88;CM;0,255;3/03/2009
SE5187820;BOB QUIM 54,5 GR 9 1/2 X 7 1/3;UN;2,427;GR;54;9,5;7,33;IN;0,045;9/03/2009
SE2184360;OFFS 75 GR 69,5X97,1CM IMP 0:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;11/03/2009
SE2284360;OFFS 75GR 69,5X97,1CM IMP 2:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;11/03/2009
SE2384360;OFFS 75GR 69,5X97,1 CM IMP 4:1;UN;50,513;GR;75;69,5;97,1;CM;0,675;11/03/2009
SE384360;TROQ OFFS 75 GR 29 X 22,5 CM;UN;10,966;GR;75;29;22,5;CM;0,147;11/03/2009
SE2184361;OFFS 75GR 69,5X97,1 CM IMP 0:1;UN;50,513;GR;75;69,5;97,1;CM;0,675;13/03/2009
SE2284361;OFFS 75GR 69,5X97,1 CM IMP 2:1;UN;50,513;GR;75;69,5;97,1;CM;0,675;13/03/2009
SE2384361;OFFS 75GR 69,5X97,1 CM IMP 4:1;UN;50,513;GR;75;69,5;97,1;CM;0,675;13/03/2009
SE384361;TROQ OFFS 75GR 29 X 22,5 CM;UN;10,966;GR;75;29;22,5;CM;0,147;13/03/2009
SE2182415;OFFS 75GR 98,5 X 57 CM IMP 1:0;UN;40,612;GR;75;95;57;CM;0,541;16/03/2009
SE2182416;OFFS 75GR 98,5 X 57 CM IMP 1:0;UN;40,612;GR;75;95;57;CM;0,541;16/03/2009
SE382415;TROQ OFFS 75 GR 21,5 X 11,5 CM;UN;4,016;GR;75;21,5;11,5;CM;0,054;16/03/2009
SE382416;TROQ OFFS 75 GR 21,5 X 11,5 CM;UN;4,016;GR;75;21,5;11,5;CM;0,054;16/03/2009
SE5187822;BOB QUIM 54,5 GR 9 1/2 X 11 3P;UN;3,64;GR;54;9,5;11;IN;0,067;16/03/2009
SE5187824;BOB FORM 75 GR 14 7/8 X 11 2P;UN;7,92;GR;75;14,875;11;IN;0,106;16/03/2009
SE5187825;BOB TERM 55 GR 2 1/4 X 3 2/3;KG;1;KG;55;2,25;3,66;IN;18,18;16/03/2009
SE000140;OFFS BCO 75 GR 98,5 X 57 CM;UN;42,109;GR;75;98,5;57;CM;0,561;17/03/2009
SE5187826;BOB TERM 55 GR 3 1/7 X 2 1/8;KG;1;KG;55;3,143;2,125;IN;18,18;18/03/2009
SE5187828;BOB FORM 60 GR 9 1/2 X 5 1/2;UN;2,02;GR;60;9,5;5,5;IN;0,034;27/03/2009
SE2182419;OFFS 75GR 98 X 68CM IMP 2:0;UN;49,98;GR;75;98;68;CM;0,666;28/03/2009
SE2282419;OFFS 75GR 98 X 68CM IMP 3:0;UN;49,98;GR;75;98;68;CM;0,666;28/03/2009
SE2382419;OFFS 75GR 98 X 68CM IMP 5:0;UN;49,98;GR;75;98;68;CM;0,666;28/03/2009
SE382419;TROQ OFFS 75GR 23,4 X 15CM;UN;5,806;GR;75;23,4;15;CM;0,077;28/03/2009
SE2182417;OFFS 75 GR 59,2X98 CM IMP 2:0;UN;43,512;GR;75;59,2;98;CM;0,58;30/03/2009
SE2182418;OFFS 75 GR 59,2X98 CM IMP 2:0;UN;43,512;GR;75;59,2;98;CM;0,58;30/03/2009
SE2282417;OFFS 75 GR 59,2X98 CM IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;30/03/2009
SE2282418;OFFS 75 GR 59,2X98 CM IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;30/03/2009
SE382417;TROQ OFFS 75 GR 23,4 X 15 CM;UN;5,896;GR;75;23,4;15;CM;0,079;30/03/2009
SE382418;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;30/03/2009
SE5187829;BOB QUIM 54,5 GR 8 1/2 X 3 2/3;UN;1,08;GR;53,75;8,5;3,66;IN;0,02;30/03/2009
SE5187830;BOB QUIM 54,5 GR 8 1/2 X 3 2/3;UN;1,08;GR;53,75;8,5;3,66;IN;0,02;30/03/2009
SE5187836;BOB QUIM 54,5 GR 7 7/16 X3 2/3;UN;0,959;GR;54,5;7,437;3,66;IN;0,018;6/04/2009
SE5187837;BOB QUIM 54,5 GR 6 3/4 X 11 3P;UN;2,587;GR;54;6,75;11;IN;0,048;13/04/2009
SE5187838;BOB QUIM 54,5 GR 6 3/4 X 11 3P;UN;2,587;GR;54;6,75;11;IN;0,048;13/04/2009
SE5187839;BOB QUIM 54,5 GR 6 3/4 X 11 3P;UN;2,587;GR;54;6,75;11;IN;0,048;13/04/2009
SE5187840;BOB QUIM 54,5 GR 6 3/4 X 11 3P;UN;2,587;GR;54;6,75;11;IN;0,048;13/04/2009
SE5187848;BOB FOR 8 1/2 X 11 2P;UN;3,288;GR;54,5;8,5;11;IN;0,06;13/04/2009
SE000141;ENVOLTURA KRAFT 68 X 138;UN;0;;60;68;138;CM;0,938;16/04/2009
SE2182422;OFFS 75 GR 98 X 68 CM IMP 2:0;UN;49,98;GR;75;98;68;CM;0,666;16/04/2009
SE2282422;OFFS 75 GR 98 X 68 CM IMP 4:0;UN;49,98;GR;75;98;68;CM;0,666;16/04/2009
SE2382422;OFFS 75 GR 98 X 68 CM IMP 5:0;UN;49,98;GR;75;98;68;CM;0,666;16/04/2009
SE382422;TROQ OFFS 75 GR 23,4 X 15 CM;UN;5,806;GR;75;23,4;15;CM;0,077;16/04/2009
SE2184370;OFFS 75 GR 69,5X97,1CM IMP 1:0;UN;50,613;GR;75;69,5;97,1;CM;0,675;17/04/2009
SE384370;TROQ OFFS 75 GR 29 X 22,5 CM;UN;10,966;GR;75;29;22,5;CM;0,147;17/04/2009
SE5187844;BOB FORM 14 7/8 X 8 1/2 4P;UN;4,3;GR;53,75;14,875;8,5;IN;0,081;27/04/2009
SE5187845;BOB FORM 54,5 G 14 7/8 X 8 1/2;UN;4,405;GR;54;14,875;8,5;IN;0,082;27/04/2009
SE2182423;OFFS 75 GR 59,2 X 98 CM IMP2:0;UN;43,512;GR;75;59,2;98;CM;0,58;28/04/2009
SE2182424;OFFS 75 GR 59,2 X 98CM IMP 2:0;UN;43,512;GR;75;59,2;98;CM;0,58;28/04/2009
SE2282423;OFFS 75 GR 59,2 X 98 CM IMP 4:;UN;43,512;GR;75;59,2;98;CM;0,58;28/04/2009
SE2282424;OFFS 75 GR 59,2 X 98 CM IMP4:0;UN;43,512;GR;75;59,2;98;CM;0,58;28/04/2009
SE382423;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;28/04/2009
SE382424;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;28/04/2009
SE5187846;BOB FOR 54,5 GR 9 1/2 X 5 1/2;UN;1,84;GR;54,5;9,5;5,5;IN;0,034;28/04/2009
SE5187847;BOB FOR 54,5 GR 14 7/8 X 8 1/2;UN;4,46;GR;54,5;14,875;8,5;IN;0,082;28/04/2009
SE000142;OFFS 75 GR 83 X 49,6 CM;UN;30,876;GR;75;83;49,6;CM;0,412;30/04/2009
SE384373;TROQ MANI 60 GR 22,5 X 29;UN;10,425;GR;60;22,5;29;CM;0,039;30/04/2009
SE484373;TROQ VENT 60 GR 22,5 X 29;UN;10,425;GR;75;22,5;29;CM;0,139;30/04/2009
SE5187850;BOB FOR 60 GR 9 1/2 X 11 2P;UN;4,045;GR;60;9,5;11;IN;0,067;30/04/2009
SE5187851;BOB FOR 60 GR 9 1/2 X 11 3P;UN;4,045;GR;60;9,5;11;IN;0,067;30/04/2009
SE2184374;OFFS 75 GR 69,5X97,1CM IMP 2:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;2/05/2009
SE2284374;OFFS 75 GR 69,5X97,1CM IMP 2:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;2/05/2009
SE384374;TROQ OFFS 75 GR 22,5 X 29;UN;10,425;GR;75;22,5;29;CM;0,039;2/05/2009
SE5187852;BOB TERM 105 GR 8,1 X 5,08;KG;1;KG;105;8,128;5,08;CM;9,524;5/05/2009
SE2197566;OFFS 75GR 45,7X55,88 BG BLANCO;UN;19,153;GR;75;45,7;55,88;CM;0,255;8/05/2009
SE2197567;OFFS 75 GR 45,7X55,88 BG AZUL;UN;19,153;GR;75;45,7;55,88;CM;0,255;8/05/2009
SE2197568;OFFS 75 GR 45,7X55,88 BG ROSA;UN;19,153;GR;75;45,7;55,88;CM;0,255;8/05/2009
SE2197569;OFFS 75 GR 45,7X55,88 SOA BLAN;UN;19,153;GR;75;45,7;55,88;CM;0,255;8/05/2009
SE2197570;OFFS 75GR 45,7X55,88 SOA AZUL;UN;19,153;GR;75;45,7;55,88;CM;0,255;8/05/2009
SE2197571;OFFS 75GR 45,7X55,88CM SOA ROS;UN;19,153;GR;75;45,7;55,88;CM;0,255;8/05/2009
SE5181328;BOB TERM 55 GR 80 X 60 IMPRESO;KG;1;KG;55;8;6000;CM;18,182;8/05/2009
SE5187853;BOB QUIM 54,5 GR 9 1/2 X 11 3P;UN;3,64;GR;54;9,5;11;IN;0,067;8/05/2009
SE797566;OFFS 75 GR 45,7 X 55,88 BLANCO;UN;19,153;GR;75;45,7;55,88;CM;0,255;8/05/2009
SE797567;OFFS 75 GR 45,7 X 55,88 BG AZU;UN;19,153;GR;75;45,7;55,88;CM;0,255;8/05/2009
SE797568;OFFS 75 GR 45,7X55,88 BG ROSA;UN;19,153;GR;75;45,7;55,88;CM;0,255;8/05/2009
SE797569;OFFS 75 GR 45,7X55,88 SOA BLAN;UN;19,153;GR;75;45,7;55,88;CM;0,255;8/05/2009
SE797570;OFFS 75 GR 45,7X55,88 SOA AZUL;UN;19,153;GR;75;45,7;55,88;CM;0,255;8/05/2009
SE797571;OFFS 75 GR 45,7X55,88 SOA ROSA;UN;19,153;GR;75;45,7;55,88;CM;0,255;8/05/2009
SE5187854;BOB QUIM 54,5 GR 9 1/2 X 11 4P;UN;3,674;GR;54,5;9,5;11;IN;0,067;12/05/2009
SE5187856;BOB QUIM 54,5 GR 8 1/2 X 3 2/3;UN;1,085;GR;54;8,5;3,66;IN;0,02;16/05/2009
SE5187860;BOB FORM 14 7/8 X 8 1/2 4P;UN;4,3;GR;53,75;14,875;8,5;IN;0,082;18/05/2009
SE5187862;BOB FORM 60 GR 9 1/2 X 13 3P;UN;4,78;GR;60;9,5;13;IN;0,08;18/05/2009
SE000143;LASER BCO 75 GR 65,8 X 99,8 CM;UN;49,25;GR;75;65,8;99,8;CM;0,657;19/05/2009
SE5187857;BOB BOND 60 GR 9 1/2 X 13 4P;UN;4,78;GR;60;9,5;13;IN;0,08;19/05/2009
SE5187859;BOB BOND 60 GR 9 1/2 X 13;UN;4,78;GR;60;9,5;13;IN;0,08;19/05/2009
SE5187861;BOB BOND 60 GR 9 1/2 X 5 1/2;UN;2,02;GR;60;9,5;5,5;IN;0,034;19/05/2009
SE5187863;BOB QUIM 54,5 gr 7 1/3 X 3 2/3;UN;0,945;GR;54,5;7,333;3,666;IN;0,017;21/05/2009
SE5187864;BOB QUIM 54,5gr 7 7/16 X 3 2/3;UN;0,958;GR;54,5;7,438;3,666;IN;0,017;22/05/2009
SE5187865;BOB QUIM 54,5 GR 9 1/2 X 11 4P;UN;3,674;GR;54,5;9,5;11;IN;0,067;23/05/2009
SE2182428;OFFS 75 GR 59,2 X 98 CM IMP2:0;UN;43,512;GR;75;59,2;98;CM;0,58;26/05/2009
SE2282428;OFFS 75GR 59,2 X 98 CM IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;26/05/2009
SE382428;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;26/05/2009
SE5187146;BOB QUIM 54,5 gr 9 1/2 X 11 3P;UN;3,674;GR;54,5;9,5;11;IN;0,067;26/05/2009
SE5187866;BOB QUIM 54gr 9 1/2 X 2 3/4 5P;UN;0,903;GR;54,5;9,5;2,75;IN;0,017;26/05/2009
SE5187867;BOB QUIM 54,5GR 9 1/2 X 5 1/2;UN;1,837;GR;54,5;9,5;5,5;IN;0,034;27/05/2009
SE500007;BOB FORMAS 75 gr de 9 1/2 BCA;KG;1;KG;60;9,5;2719,293;IN;16,666;6/06/2009
SE5187868;BOB BOND 60-75 gr 9 1/2 X11 2P;UN;4,045;GR;60;9,5;11;IN;0,067;6/06/2009
SE2182429;OFFS 75gr 95 X 54.5 cm IMP 2:0;UN;38,831;GR;75;54,5;95;CM;0,518;8/06/2009
SE2282429;OFFS 75gr 95 X 54.5 cm IMP 4:0;UN;38,831;GR;75;54,5;95;CM;0,518;8/06/2009
SE382429;TROQ OFFS 75GR 23.5 X 11 CM;UN;4,058;KG;75;23,5;11;CM;0,054;8/06/2009
SE000144;BOND BCO 75 gr 53 X 114,2 cm;UN;45,395;GR;75;53;114,2;CM;0,605;9/06/2009
SE300039;TROQ OFFS 75 gr CARTA ESPECIAL;UN;12,9;GR;75;0;0;;0,172;9/06/2009
SE2184377;OFFS 75 GR 69,5X97,1CM IMP 0:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;11/06/2009
SE2184378;OFFS 90 GR 48,3 X 72,5 IMP 3:0;UN;31,516;GR;90;48,3;72,5;CM;0,35;11/06/2009
SE2284377;OFFS 75GR 69,5X97,1CM IMP 2:1;UN;50,613;GR;75;69,5;97,1;CM;0,675;11/06/2009
SE2284378;OFFS 90 GR 48,3 X 72,5 IMP 1:2;UN;31,516;GR;90;48,3;72,5;CM;0,35;11/06/2009
SE2384377;OFFS 75GR 69,5X97,1 CM IMP 4:1;UN;50,513;GR;75;69,5;97,1;CM;0,675;11/06/2009
SE384377;TROQ OFFS 75 GR 29 X 22,5 CM;UN;10,966;GR;75;29;22,5;CM;0,147;11/06/2009
SE384378;TROQ OFFS 90 GR 29 X 22,5 CM;UN;12,79;GR;90;22,5;29;CM;0,142;11/06/2009
SE484378;TROQ VENT 90 gr 22,5 X 29 cm;UN;12,49;GR;90;22,5;29;CM;0,139;11/06/2009
SE2182431;OFFS 75GR 98 X 68CM IMP 2:0;UN;49,98;GR;75;98;68;CM;0,666;19/06/2009
SE2282431;OFFS 75GR 98 X 68CM IMP 3:0;UN;49,98;GR;75;98;68;CM;0,666;19/06/2009
SE2382431;OFFS 75GR 98 X 68CM IMP 5:0;UN;49,98;GR;75;98;68;CM;0,666;19/06/2009
SE382431;TROQ OFFS 75GR 23,4 X 15CM;UN;5,806;GR;75;23,4;15;CM;0,077;19/06/2009
SE5187870;BOB FOR 8 1/2 X 11 2P;UN;3,288;GR;54,5;8,5;11;IN;0,06;19/06/2009
SE000145;OFFS BLANCO 75 GR 53 X 114,2;UN;0;;75;53;114,2;CM;0;23/06/2009
SE5181334;BOB TERM 55 gr 80 X 60 IMP;KG;1;KG;55;8;6000;CM;18,18;23/06/2009
SE5181337;BOB TERM 55 gr 80 X 60 IMP;KG;1;KG;55;8;6000;CM;18,18;23/06/2009
SE2197605;OFFS 75GR 45,7X55,88 BG BLANCO;UN;19,153;GR;75;45,7;55,88;CM;0,255;24/06/2009
SE2197606;OFFS 75 GR 45,7X55,88 BG AZUL;UN;19,153;GR;75;45,7;55,88;CM;0,255;24/06/2009
SE2197607;OFFS 75 GR 45,7X55,88 BG ROSA;UN;19,153;GR;75;45,7;55,88;CM;0,255;24/06/2009
SE2197608;OFFS 75 GR 45,7X55,88 SOA BLAN;UN;19,153;GR;75;45,7;55,88;CM;0,255;24/06/2009
SE2197609;OFFS 75GR 45,7X55,88 SOA AZUL;UN;19,153;GR;75;45,7;55,88;CM;0,255;24/06/2009
SE2197610;OFFS 75GR 45,7X55,88CM SOA ROS;UN;19,153;GR;75;45,7;55,88;CM;0,255;24/06/2009
SE797605;OFFS 75 GR 45,7 X 55,88 BLANCO;UN;19,153;GR;75;45,7;55,88;CM;0,255;24/06/2009
SE797606;OFFS 75 GR 45,7 X 55,88 BG AZU;UN;19,153;GR;75;45,7;55,88;CM;0,255;24/06/2009
SE797607;OFFS 75 GR 45,7X55,88 BG ROSA;UN;19,153;GR;75;45,7;55,88;CM;0,255;24/06/2009
SE797608;OFFS 75 GR 45,7X55,88 SOA BLAN;UN;19,153;GR;75;45,7;55,88;CM;0,255;24/06/2009
SE797609;OFFS 75 GR 45,7X55,88 SOA AZUL;UN;19,153;GR;75;45,7;55,88;CM;0,255;24/06/2009
SE797610;OFFS 75 GR 45,7X55,88 SOA ROSA;UN;19,153;GR;75;45,7;55,88;CM;0,255;24/06/2009
SE2182432;OFFS 75GR 59,2 X 98 CM IMP 2:0;UN;43,512;GR;75;59,2;98;CM;0,58;25/06/2009
SE2282432;OFFS 75GR 59,2 X 98 CM IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;25/06/2009
SE382432;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;25/06/2009
SE5187873;BOB QUIM 54.5 9 1/2 X 5 1/2 3P;UN;1,82;GR;54;9,5;5,5;IN;0,034;25/06/2009
SE2182433;OFFS 75 GR 59,2 X 98 CM IMP2:0;UN;43,512;GR;75;59,2;98;CM;0,58;26/06/2009
SE2282433;OFFS 75 GR 59,2 X 98 CM IMP 4:;UN;43,512;GR;75;59,2;98;CM;0,58;26/06/2009
SE382433;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;26/06/2009
SE5187874;BOB FORM 75 gr 17 X 11 SOLI.TC;UN;9,048;GR;75;17;11;IN;0,12;27/06/2009
SE5287874;BOB QUIM 54,5 gr 8 1/2 X 11 2P;UN;3,287;GR;54,5;8,5;11;IN;0,06;27/06/2009
SE5387874;BOB FORM 8 1/2 X 11 1P;UN;4,524;GR;75;8,5;11;IN;0,06;27/06/2009
SE5187877;BOB QUIM 54,5 gr 9 1/2 X 8 1/2;UN;2,839;GR;54,5;9,5;8,5;IN;0,052;1/07/2009
SE5187878;BOB QUIM 9 1/2 X 11 54,5 gr;UN;3,65;GR;54,5;9,5;11;IN;0,067;1/07/2009
SE5187879;BOB QUIM 54,5 GR 9 1/2 X 11 3P;UN;3,64;GR;54;9,5;11;IN;0,067;3/07/2009
SE5187880;BOB FOR 54,5 GR 6 X 5 2/3;UN;1,196;GR;54,5;6;5,667;IN;0,022;6/07/2009
SE5187881;BOB QUIM MDO 8 1/2 X 5 1/2 IM;UN;1,64;GR;54,5;8,5;5,5;IN;0,03;13/07/2009
SE2182435;BOND 75gr 83,5x55,6 cm IMP 2:0;UN;34,82;GR;75;83,5;55,6;CM;0,464;17/07/2009
SE382435;TROQ BOND75gr 23,4X12cm S.BOLI;UN;5,859;GR;75;0;0;;0,078;17/07/2009
SE5187882;BOB QUIM 54,5 gr 13 5/8 X 8 1/;UN;4,07;GR;54,5;13,625;8,5;IN;0,074;17/07/2009
SE5187883;BOB QUIM 54,5 gr 8 1/2 X 2 3/4;UN;0,821;GR;54,5;8,5;2,75;IN;0,015;18/07/2009
SE5187885;BOB TERM 105 GR 3 1/5 X 2 IMP;KG;1;KG;105;3,2;2;IN;9,524;22/07/2009
SE5181569;BOB QUIM 76 X 30 2P IMP. 2:0;KG;1;KG;54,5;7,6;3000;CM;18,349;23/07/2009
SE5187884;BOB QUIM 54,5 8 1/2 X 5 1/2 2P;UN;1,644;GR;54,5;8,5;5,5;IN;0,03;23/07/2009
SE2182437;OFFS 75 GR 59,2 X 98 CM IMP2:0;UN;43,512;GR;75;59,2;98;CM;0,58;25/07/2009
SE2282437;OFFS 75 GR 59,2 X 98 CM IMP 4:;UN;43,512;GR;75;59,2;98;CM;0,58;25/07/2009
SE382437;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;25/07/2009
SE5187886;BOB QUIM 54.5 GR 8 1/2 X 7 1/3;UN;2,17;GR;54;8,5;7,33;IN;0,04;25/07/2009
SE5187887;BOB QUIM 54,5 GR14 7/8 X8 1/2;UN;4,44;GR;54,5;14,875;8,5;IN;0,082;27/07/2009
SE5187888;"BOB QCO CB 54 gr 8 1/2"" IMP";UN;2,192;GR;54,5;8,5;7,333;IN;0,04;29/07/2009
SE5187890;BOB ADH.147GR 9.1x19.95 mm IMP;KG;1;KG;147;9,1;19,95;MM;6,803;3/08/2009
SE5187906;BOB FORM 60 gr 9 1/2 X 11 3P;UN;4,06;GR;60;9,5;11;IN;0,067;4/08/2009
SE5187909;BOB QUIM 54.5 gr 11 3/4x 5 1/2;UN;2,272;GR;54,5;11,75;5,5;IN;0,042;5/08/2009
SE5187910;BOB QUIM 54.5 GR 8 1/2 X 7 1/3;UN;2,17;GR;54;8,5;7,33;IN;0,04;5/08/2009
SE382438;TROQ. OFFS 75GR 23,4 X 15.HSBC;UN;5,859;GR;75;23,4;15;CM;0,078;12/08/2009
SE5187911;"BOB QUIM 54.5gr 8 1/2"" x 3 2/3";UN;1,096;GR;54,5;8,5;3,667;IN;0,02;12/08/2009
SE5187912;BOB QUIM 54,5gr 14 7/8 X 8 1/2;UN;4,45;GR;54,5;14,875;8,5;IN;0,082;13/08/2009
SE5181349;BOB TERM 55 GR 79 X 60 IMP 0:4;KG;1;KG;55;7,9;6000;CM;18,182;14/08/2009
SE5181350;BOB TERM 55 GR 79 X 60 IMP 0:4;KG;1;KG;55;7,9;6000;CM;18,182;14/08/2009
SE5181351;BOB TERM 55 GR 79 X 60 IMP 0:4;KG;1;KG;55;7,9;6000;CM;18,182;14/08/2009
SE5181352;BOB TERM 55 GR 79 X 60 IMP 0:4;KG;1;KG;55;7,9;6000;CM;18,182;14/08/2009
SE5181353;BOB TERM 55 GR 79 X 60 IMP 0:4;KG;1;KG;55;7,9;6000;CM;18,182;14/08/2009
SE5181354;BOB TERM 55 GR 79 X 60 IMP 0:4;KG;1;KG;55;7,9;6000;CM;18,182;14/08/2009
SE5181355;BOB TERM 55 GR 79 X 60 IMP 0:4;KG;1;KG;55;7,9;6000;CM;18,182;14/08/2009
SE5187913;BOB QUIM 54,5gr 14 7/8 X 8 1/2;UN;4,45;GR;54,5;14,875;8,5;IN;0,082;14/08/2009
SE2182439;OFFS 75 GR 59,2 X 98 CM IMP2:0;UN;43,512;GR;75;59,2;98;CM;0,58;21/08/2009
SE2282439;OFFS 75 GR 59,2 X 98CM IMP 4:0;UN;43,512;GR;75;59,2;98;CM;0,58;21/08/2009
SE382439;TROQ OFFS 75 GR 23,5 X 15 CM;UN;5,859;GR;75;23,5;15;CM;0,078;21/08/2009
SE5187914;BOB BOND 60 GR 9 1/2 X 13 4P;UN;4,78;GR;60;9,5;13;IN;0,08;21/08/2009
SE5187915;BOB FORM 60 GR 9 1/2 X 13 3P;UN;4,78;GR;60;9,5;13;IN;0,08;21/08/2009
SE5187916;FC 9 1/2 X 11 IMPRESA 4P.C.S.V;UN;4,045;GR;60;9,5;11;IN;0,067;21/08/2009
SE384243;TROQ MANILA 75gr OFICIO.SECRET;UN;14,427;GR;75;25;25;CM;0,192;22/08/2009
SE5187922;BOB QUIM 54,5 gr 9 1/2 X 11 4P;UN;3,674;GR;54,5;9,5;11;IN;0,067;25/08/2009
SE2197656;OFF 75 GR 45,7X55,88 SOAC ROSA;UN;19,153;GR;75;45,7;55,88;CM;0,255;26/08/2009
SE2197657;OFFS 75 GR 45,7X55,88 SOA AZUL;UN;19,153;GR;75;45,7;55,88;CM;0;26/08/2009
SE2197658;OFF 75 GR 45,7X55,88 SOAC BLAN;UN;19,153;GR;75;45,7;55,88;CM;0;26/08/2009
SE2197659;OFF 45,7X55,88 75GR BOGTA ROSA;UN;19,153;GR;75;45,7;55,88;CM;0,255;26/08/2009
SE2197660;OFFS 75GR 45,7X55,88 BOG AZUL;UN;19,153;GR;75;45,7;55,88;CM;0,255;26/08/2009
SE2197661;OFF 75 GR 45,7 X 55,88 BOG BLA;UN;19,153;GR;75;45,7;55,88;CM;0,255;26/08/2009
SE797656;OFF 75 GR 45,7X55,88 SOAC ROSA;UN;19,153;GR;75;45,7;55,88;CM;0;26/08/2009
SE797657;OFFS 75 GR 45,7X55,88 SOA AZUL;UN;19,153;GR;75;45,7;55,88;CM;0,255;26/08/2009
SE797658;OFF 75 GR 45,7X55,88 SOA BLANC;UN;19,153;GR;0;45,7;55,88;CM;0,255;26/08/2009
SE797659;OFF 75 GR 45,7 X 55,88 BOG ROS;UN;19,153;GR;75;45,7;55,88;CM;0,255;26/08/2009
SE797660;OFFS 75 GR 45,7X55,88 BOG AZUL;UN;19,153;GR;75;45,7;55,88;CM;0,255;26/08/2009
SE797661;OFFS 75GR 45,7X55,88 BOG BCO;UN;19,153;GR;75;45,7;55,88;CM;0,255;26/08/2009
SE5188032;BOB QUIM 7 7/16 X 2 5/6 IMP;UN;0,74;GR;54,5;7,437;2,83;IN;0,014;27/08/2009
